code,area,settlement,street,latitude,longitude,start_date_time,end_date_time,car_taxi,goods_vehicle,bus_coach,m_cycle,cyclist,pedestrian,total
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T12:00:00Z,2025-05-14T13:00:00Z,943,90,34,6,16,61,1150
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T13:00:00Z,2025-05-14T14:00:00Z,890,108,34,4,22,134,1192
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T14:00:00Z,2025-05-14T15:00:00Z,941,84,38,6,14,30,1113
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T15:00:00Z,2025-05-14T16:00:00Z,889,81,33,8,22,58,1091
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T16:00:00Z,2025-05-14T17:00:00Z,809,102,29,12,37,49,1038
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T17:00:00Z,2025-05-14T18:00:00Z,782,83,36,9,25,68,1003
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T18:00:00Z,2025-05-14T19:00:00Z,626,65,15,15,25,52,798
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T19:00:00Z,2025-05-14T20:00:00Z,454,39,10,4,12,33,552
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T20:00:00Z,2025-05-14T21:00:00Z,487,39,5,14,15,44,604
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T21:00:00Z,2025-05-14T22:00:00Z,361,25,5,6,14,27,438
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T22:00:00Z,2025-05-14T23:00:00Z,236,13,3,4,14,24,294
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-14T23:00:00Z,2025-05-15T00:00:00Z,135,6,4,3,4,8,160
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T00:00:00Z,2025-05-15T01:00:00Z,57,0,0,0,2,8,67
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T01:00:00Z,2025-05-15T02:00:00Z,34,3,0,1,0,0,38
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T02:00:00Z,2025-05-15T03:00:00Z,15,0,0,0,1,2,18
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T03:00:00Z,2025-05-15T04:00:00Z,24,1,0,0,1,0,26
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T04:00:00Z,2025-05-15T05:00:00Z,28,8,0,0,2,2,40
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T05:00:00Z,2025-05-15T06:00:00Z,47,10,7,1,5,1,71
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T06:00:00Z,2025-05-15T07:00:00Z,122,21,15,0,17,10,185
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T07:00:00Z,2025-05-15T08:00:00Z,278,68,24,3,24,26,423
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T08:00:00Z,2025-05-15T09:00:00Z,583,109,33,1,27,45,798
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T09:00:00Z,2025-05-15T10:00:00Z,706,84,32,1,23,49,895
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T10:00:00Z,2025-05-15T11:00:00Z,773,85,34,9,23,44,968
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T11:00:00Z,2025-05-15T12:00:00Z,837,93,28,9,12,38,1017
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T12:00:00Z,2025-05-15T13:00:00Z,931,97,30,9,18,53,1138
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T13:00:00Z,2025-05-15T14:00:00Z,836,90,32,7,19,173,1157
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T14:00:00Z,2025-05-15T15:00:00Z,882,101,31,14,18,80,1126
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T15:00:00Z,2025-05-15T16:00:00Z,877,77,29,10,22,66,1081
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T16:00:00Z,2025-05-15T17:00:00Z,892,108,30,5,36,51,1122
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T17:00:00Z,2025-05-15T18:00:00Z,819,80,32,14,30,79,1054
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T18:00:00Z,2025-05-15T19:00:00Z,693,62,12,10,19,61,857
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T19:00:00Z,2025-05-15T20:00:00Z,506,31,9,0,6,42,594
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T20:00:00Z,2025-05-15T21:00:00Z,473,27,4,0,6,44,554
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T21:00:00Z,2025-05-15T22:00:00Z,343,20,9,0,7,37,416
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T22:00:00Z,2025-05-15T23:00:00Z,233,3,6,3,4,12,261
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-05-15T23:00:00Z,2025-05-16T00:00:00Z,112,3,6,1,1,9,132
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T00:00:00Z,2025-09-24T01:00:00Z,49,9,1,0,0,6,65
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T01:00:00Z,2025-09-24T02:00:00Z,22,2,1,0,0,1,26
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T02:00:00Z,2025-09-24T03:00:00Z,19,5,1,0,1,1,27
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T03:00:00Z,2025-09-24T04:00:00Z,10,3,1,0,0,0,14
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T04:00:00Z,2025-09-24T05:00:00Z,28,2,3,0,1,1,35
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T05:00:00Z,2025-09-24T06:00:00Z,54,10,7,1,0,1,73
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T06:00:00Z,2025-09-24T07:00:00Z,111,41,12,3,9,10,186
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T07:00:00Z,2025-09-24T08:00:00Z,296,49,19,1,23,40,428
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T08:00:00Z,2025-09-24T09:00:00Z,594,96,40,2,26,55,813
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T09:00:00Z,2025-09-24T10:00:00Z,609,107,24,0,7,37,784
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T10:00:00Z,2025-09-24T11:00:00Z,666,82,31,2,12,41,834
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T11:00:00Z,2025-09-24T12:00:00Z,799,94,24,3,16,44,980
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T12:00:00Z,2025-09-24T13:00:00Z,889,80,35,1,18,48,1071
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T13:00:00Z,2025-09-24T14:00:00Z,822,100,28,7,14,218,1189
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T14:00:00Z,2025-09-24T15:00:00Z,777,94,34,4,28,59,996
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T15:00:00Z,2025-09-24T16:00:00Z,830,84,29,8,32,78,1061
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T16:00:00Z,2025-09-24T17:00:00Z,795,95,33,4,30,66,1023
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T17:00:00Z,2025-09-24T18:00:00Z,870,84,31,3,40,65,1093
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T18:00:00Z,2025-09-24T19:00:00Z,629,32,13,7,16,77,774
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T19:00:00Z,2025-09-24T20:00:00Z,524,29,11,9,22,50,645
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T20:00:00Z,2025-09-24T21:00:00Z,428,17,9,3,13,50,520
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T21:00:00Z,2025-09-24T22:00:00Z,292,16,6,4,11,47,376
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T22:00:00Z,2025-09-24T23:00:00Z,194,0,8,1,9,17,229
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-24T23:00:00Z,2025-09-25T00:00:00Z,96,5,6,0,4,10,121
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T00:00:00Z,2025-09-25T01:00:00Z,46,1,1,0,2,3,53
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T01:00:00Z,2025-09-25T02:00:00Z,25,1,1,0,0,2,29
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T02:00:00Z,2025-09-25T03:00:00Z,22,2,1,1,1,3,30
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T03:00:00Z,2025-09-25T04:00:00Z,9,1,1,0,1,0,12
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T04:00:00Z,2025-09-25T05:00:00Z,27,5,1,0,3,1,37
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T05:00:00Z,2025-09-25T06:00:00Z,61,13,8,0,2,1,85
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T06:00:00Z,2025-09-25T07:00:00Z,109,24,17,0,11,15,176
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T07:00:00Z,2025-09-25T08:00:00Z,237,75,28,3,22,30,395
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T08:00:00Z,2025-09-25T09:00:00Z,595,71,37,2,33,44,782
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T09:00:00Z,2025-09-25T10:00:00Z,700,91,28,3,19,53,894
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T10:00:00Z,2025-09-25T11:00:00Z,802,84,35,2,10,33,966
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T11:00:00Z,2025-09-25T12:00:00Z,883,94,25,7,9,44,1062
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T12:00:00Z,2025-09-25T13:00:00Z,952,98,30,4,10,44,1138
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T13:00:00Z,2025-09-25T14:00:00Z,869,86,24,8,23,175,1185
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T14:00:00Z,2025-09-25T15:00:00Z,944,79,32,7,21,51,1134
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T15:00:00Z,2025-09-25T16:00:00Z,856,111,28,8,30,63,1096
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T16:00:00Z,2025-09-25T17:00:00Z,873,85,34,7,26,78,1103
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T17:00:00Z,2025-09-25T18:00:00Z,862,58,28,5,34,53,1040
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T18:00:00Z,2025-09-25T19:00:00Z,729,42,21,5,16,57,870
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T19:00:00Z,2025-09-25T20:00:00Z,536,28,17,3,15,30,629
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T20:00:00Z,2025-09-25T21:00:00Z,477,17,9,2,12,67,584
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T21:00:00Z,2025-09-25T22:00:00Z,310,18,8,3,15,37,391
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T22:00:00Z,2025-09-25T23:00:00Z,215,4,6,0,6,31,262
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2025-09-25T23:00:00Z,2025-09-26T00:00:00Z,111,2,6,0,6,10,135
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T00:00:00Z,2026-05-13T01:00:00Z,58,0,3,0,2,1,64
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T01:00:00Z,2026-05-13T02:00:00Z,31,2,2,0,1,1,37
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T02:00:00Z,2026-05-13T03:00:00Z,19,2,1,0,0,2,24
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T03:00:00Z,2026-05-13T04:00:00Z,11,4,2,0,1,1,19
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T04:00:00Z,2026-05-13T05:00:00Z,23,4,2,0,0,0,29
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T05:00:00Z,2026-05-13T06:00:00Z,70,11,8,0,6,2,97
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T06:00:00Z,2026-05-13T07:00:00Z,132,49,17,0,5,14,217
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T07:00:00Z,2026-05-13T08:00:00Z,284,81,18,2,14,23,422
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T08:00:00Z,2026-05-13T09:00:00Z,543,84,31,2,21,42,723
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T09:00:00Z,2026-05-13T10:00:00Z,640,62,24,4,8,29,767
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T10:00:00Z,2026-05-13T11:00:00Z,750,82,35,1,12,27,907
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T11:00:00Z,2026-05-13T12:00:00Z,842,66,27,3,6,38,982
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T12:00:00Z,2026-05-13T13:00:00Z,870,86,28,2,11,52,1049
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T13:00:00Z,2026-05-13T14:00:00Z,819,94,31,3,7,125,1079
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T14:00:00Z,2026-05-13T15:00:00Z,786,89,27,5,15,41,963
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T15:00:00Z,2026-05-13T16:00:00Z,799,106,35,1,18,49,1008
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T16:00:00Z,2026-05-13T17:00:00Z,827,78,29,2,11,42,989
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T17:00:00Z,2026-05-13T18:00:00Z,765,76,31,2,19,65,958
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T18:00:00Z,2026-05-13T19:00:00Z,659,55,14,0,5,55,788
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T19:00:00Z,2026-05-13T20:00:00Z,488,23,16,1,10,37,575
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T20:00:00Z,2026-05-13T21:00:00Z,439,15,12,2,10,30,508
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T21:00:00Z,2026-05-13T22:00:00Z,321,9,8,0,6,27,371
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T22:00:00Z,2026-05-13T23:00:00Z,251,5,7,0,8,22,293
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-13T23:00:00Z,2026-05-14T00:00:00Z,170,3,5,0,3,5,186
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T00:00:00Z,2026-05-14T01:00:00Z,55,0,3,0,1,4,63
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T01:00:00Z,2026-05-14T02:00:00Z,32,1,3,0,0,4,40
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T02:00:00Z,2026-05-14T03:00:00Z,31,2,2,0,0,0,35
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T03:00:00Z,2026-05-14T04:00:00Z,15,4,2,0,1,0,22
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T04:00:00Z,2026-05-14T05:00:00Z,32,3,2,0,2,1,40
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T05:00:00Z,2026-05-14T06:00:00Z,60,15,9,0,3,2,89
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T06:00:00Z,2026-05-14T07:00:00Z,138,37,16,1,9,10,211
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T07:00:00Z,2026-05-14T08:00:00Z,307,88,21,2,17,35,470
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T08:00:00Z,2026-05-14T09:00:00Z,557,102,39,0,15,43,756
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T09:00:00Z,2026-05-14T10:00:00Z,707,87,27,3,7,39,870
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T10:00:00Z,2026-05-14T11:00:00Z,789,83,30,1,11,30,944
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T11:00:00Z,2026-05-14T12:00:00Z,805,96,24,5,5,24,959
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T12:00:00Z,2026-05-14T13:00:00Z,922,102,32,3,7,31,1097
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T13:00:00Z,2026-05-14T14:00:00Z,901,92,29,0,4,182,1208
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T14:00:00Z,2026-05-14T15:00:00Z,876,77,28,8,13,27,1029
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T15:00:00Z,2026-05-14T16:00:00Z,900,81,33,3,14,54,1085
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T16:00:00Z,2026-05-14T17:00:00Z,834,82,32,7,20,66,1041
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T17:00:00Z,2026-05-14T18:00:00Z,825,74,26,8,23,69,1025
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T18:00:00Z,2026-05-14T19:00:00Z,663,47,21,3,9,50,793
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T19:00:00Z,2026-05-14T20:00:00Z,543,28,13,4,15,51,654
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T20:00:00Z,2026-05-14T21:00:00Z,482,37,8,3,10,38,578
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T21:00:00Z,2026-05-14T22:00:00Z,370,22,10,3,8,31,444
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T22:00:00Z,2026-05-14T23:00:00Z,253,11,8,1,9,17,299
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2026-05-14T23:00:00Z,2026-05-15T00:00:00Z,162,6,7,0,3,11,189
